arkestra	41292179	uncertain	Think	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
nickelbabe	41293808	against	crumbled	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Gooseberrybushes	26466049	uncertain	This	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41190641	against	YEah,	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Gooseberrybushes	26474741	against	Well	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Bunbaker	41170765	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
bumbleymummy	30205126	uncertain	Muslin,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
IceBeing	41258019	for	maybe	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
bumbleymummy	26477918	against	PIMS,	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Gooseberrybushes	26474845	against	You	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41189771	uncertain	Jo,	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
noblegiraffe	38486713	for	www.ncbi.nlm.nih.gov/pubmed/2041668	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
arkestra	41252330	against	UK	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
CatherinaJTV	30204801	uncertain	LeonieDelt	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
Suzieismyname	40937253	for	Another	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Gooseberrybushes	26465651	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
LaVolcan	41251538	uncertain	arkestra	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
silverfrog	26508893	against	that	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
specialsubject	41202920	for	frontdoorstep	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
redcaryellowcar	41186003	against	Sorry	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
bumbleymummy	41225656	against	Black,	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Goldmandra	41231248	uncertain	Cereal	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Gooseberrybushes	26465730	against	Oh	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
rosi7	26402428	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Gooseberrybushes	26465153	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
arkestra	41249239	uncertain	Crumbled:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Gooseberrybushes	26515436	against	You	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
Pagwatch	26539620	against	Actually	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
Frontdoorstep	41221525	against	Trazzletoes,	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
bumbleymummy	26454859	against	I'm	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
CoteDAzur	41245498	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Bunbaker	41220242	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
saintlyjimjams	41258262	against	What	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Gooseberrybushes	26467768	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
worldgonecrazy	38483363	uncertain	VaxQs	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
rosi7	30111738	uncertain	Interesting	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
PIMSoclock	26546918	for	BM	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
twistyfeet	40980159	for	that	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
JoTheHot	41184348	uncertain	I	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
XBenedict	41165913	uncertain	It's	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
arkestra	41277501	uncertain	Poppy	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
LaVolcan	41247550	for	How	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Crumbledwalnuts	41273324	for	Yes,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
Goldmandra	41136427	for	Luckily	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Tabitha8	26540821	uncertain	How	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
noblegiraffe	38479988	for	Oh,	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Tabitha8	26485514	uncertain	PIMS	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
Beachcomber	38486906	against	Noblegiffare	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
Gooseberrybushes	26333294	against	You	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
andrewphoenix01	68558884	against	The	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
silverfrog	26395571	against	what	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
arkestra	41304662	for	-1	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
VaxQs	38458134	against	Well	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Gooseberrybushes	26515810	against	Further	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
CatherinaJTV	41186723	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Crumbledwalnuts	41319745	uncertain	whoops	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
MoreSnowPlease	38473130	uncertain	Whoops,	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
bumbleymummy	26459053	against	imadgeine	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Gooseberrybushes	26465120	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41170517	uncertain	Re	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
LaVolcan	41176804	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Crumbledwalnuts	41326185	against	Catherina,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
seeker	26456149	uncertain	Have	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
bruffin	41210578	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
bumbleymummy	26547117	against	Pims	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
Gooseberrybushes	26502670	uncertain	Anger?	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
Crumbledwalnuts	41243602	against	I	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Beachcomber	41349486	against	Offit	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
rosi7	26391190	uncertain	I	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Gooseberrybushes	26340365	against	Caterina	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
Gooseberrybushes	26474669	uncertain	Pims	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Beachcomber	41328157	against	Crumbledwalnuts	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
bumbleymummy	30205473	against	Nocake,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
bumbleymummy	41159050	against	Please	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
CatherinaJTV	26316099	uncertain	Rosi,	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
TwasBrillig	41247606	for	Not	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Crumbledwalnuts	41237127	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
illuminasam	26480862	uncertain	I	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
CatherinaJTV	41196527	for	There	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
kele79	29800264	for	We	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
bruffin	41219897	for	Thankfully	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
noblegiraffe	38500180	uncertain	No,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
CatherinaJTV	41303740	for	Vaccination	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
nickelbabe	41250799	for	Pag	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
CatherinaJTV	26399939	for	Rosi,	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
seeker	38506328	for	Beachcomber,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
PIMSoclock	26524287	for	Thermerosal	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
Crumbledwalnuts	41319553	uncertain	A	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
arkestra	41322278	uncertain	CatherinaJTV:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
Gooseberrybushes	26345843	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
rosi7	26390112	against	Question	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
bumbleymummy	41208353	against	Bruffin,	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Crumbledwalnuts	41189746	against	Oh.	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Booboostoo	29801294	for	Thimerosol	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
arkestra	41263739	for	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
bruffin	41244235	for	COte,	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
cerealandtoast	41164832	for	oh,	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Geneticsbunny	41247593	uncertain	http://www.jennymccarthybodycount.com/Anti-Vaccine_Body_Count/Home.html	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Goldmandra	40980538	for	Sorry	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Beachcomber	38489192	against	And	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
Crumbledwalnuts	41263517	against	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
Frontdoorstep	41225654	against	Blackmogul,	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
LaVolcan	41247974	against	cerealandtoast	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
CatherinaJTV	41222077	for	I	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Gooseberrybushes	26498744	against	Really	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
bumbleymummy	26464357	against	seeker	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
BlackMogul	41225290	for	Dear	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
nickelbabe	41248610	for	no,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Goldmandra	41161274	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Tabitha8	26470004	uncertain	Presumably	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41202467	against	We	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
MoreSnowPlease	38473067	against	My	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
bruffin	41223034	for	How	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Organic100	40935466	against	Then	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
CoteDAzur	41222946	against	"_CITATION_PREVIOUS_POST_objecting""_CITATION_PREVIOUS_POST_"""	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
bruffin	41258382	for	CW	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
seeker	38508472	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
JoTheHot	41189358	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
PIMSoclock	26542869	for	To	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
MrsHoarder	38483708	for	Beachcomber	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
imadgeine	26455161	for	You	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
rosi7	26389353	against	I	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Tabitha8	26222557	uncertain	Fifth	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
exoticfruits	41176307	for	Luckily	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Beachcomber	38487491	against	Well,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
bruffin	38478041	for	Why	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
noblegiraffe	38524149	for	No,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
stargirl1701	38460221	for	I	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
bumbleymummy	26479057	against	PIM,	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
stargirl1701	38460587	for	It's	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
nickelbabe	41272960	against	crumbled	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
Crumbledwalnuts	41327786	against	Andrew	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
Katiebeau	26301363	for	Silverfrog-	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
PIMSoclock	26517079	against	Silverfrog,	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
bumbleymummy	26316157	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
bruffin	41222236	against	catherina	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
PIMSoclock	26520536	for	Gooseberrybushes	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
bumbleymummy	41184756	against	Actually	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
exoticfruits	41164606	for	I	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
CoteDAzur	26524932	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
imadgeine	26339518	for	There	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
marvinthemartian	30205973	against	it's	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
LaVolcan	41251607	uncertain	arkestra	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
LaVolcan	41321452	against	Bruffin	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
rallytog1	40937158	for	organic	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
englishteacher78	41250692	for	It	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Beachcomber	41306525	against	You	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
bumbleymummy	26547334	against	I'm	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
Gooseberrybushes	26500344	against	I	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
maebybebe	41321593	uncertain	Hi,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 2| Mumsnet Discussion b.html
Gooseberrybushes	26455326	against	I	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Crumbledwalnuts	41200335	uncertain	Bumbley	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Beachcomber	38482533	against	The	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Crumbledwalnuts	41236906	against	Bunbaker:	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
arkestra	41339326	uncertain	Crumbled:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
rosi7	26317528	against	Yes	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
saintlyjimjams	41296182	against	Now	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
PIMSoclock	26465810	uncertain	Gb!!!!	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Beachcomber	41304775	against	And	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
JoTheHot	41295568	for	You're	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Beachcomber	41294668	against	Seriously	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Crumbledwalnuts	41258589	against	Oh	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Crumbledwalnuts	41248768	against	Why	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
rosi7	26469221	against	'vaccines	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Tabitha8	26470935	against	Seeker	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Beachcomber	38535189	uncertain	Sorry	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
BumbleBee2011	29800204	for	I	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
CatherinaJTV	26387592	for	nicht	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
MrsHoarder	38481439	against	Sleepy	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
XBenedict	41166509	for	Well	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Tabitha8	26534425	against	Can't	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
CatherinaJTV	41220809	for	Tazzletoes	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
AuntieStella	38484744	uncertain	I	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
rosi7	26398804	uncertain	What	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
bumbleymummy	26321257	against	imadgeine,	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
twistyfeet	41190556	against	thinking	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
bruffin	41213311	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
MistyB	41252272	against	Your	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
HolyCalamityJane	29794905	against	I	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
Goldmandra	41181572	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
LaVolcan	41164651	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Gooseberrybushes	26417627	against	Er	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
CoteDAzur	41244712	against	bruffin	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Pagwatch	26299462	uncertain	I	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Beachcomber	41296284	against	Ah	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
CrapolaDeVille	26387724	for	Nothing	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Beachcomber	41293606	against	Oh	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
VaxQs	38459426	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Frontdoorstep	41209563	against	It's	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
marvinthemartian	30205496	against	what	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
CatherinaJTV	26176078	for	Tabitha	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Beachcomber	41302666	uncertain	www.nejm.org/doi/full/10.1056/NEJMc1209369	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Fishandjam	38458234	for	I	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
cerealandtoast	41200339	against	Do	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
CatherinaJTV	41219182	for	Goodness,	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
bruffin	41246077	for	CW	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
bumbleymummy	30205316	against	Actually	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
saintlyjimjams	41258307	uncertain	Although	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
illuminasam	26539751	against	PIMS	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
arkestra	41341500	against	Hi	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
PIMSoclock	26503166	for	Unfortunately	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
PIMSoclock	26473339	for	Bm,	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
LaVolcan	41171484	uncertain	bumbley	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Gooseberrybushes	26508379	uncertain	I	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
bumbleymummy	41170615	against	It	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Katiebeau	26302686	against	I	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
rosi7	26465714	against	Why	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Tabitha8	26540437	against	PIMS	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
arkestra	41313655	uncertain	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
Beachcomber	38534181	against	Noblegiraffe,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
aufaniae	41172566	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
syl1985	40936344	uncertain	Vaccines	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
CatherinaJTV	38473061	for	MoreSnow:	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
illuminasam	26534723	uncertain	<I	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
rosi7	26381185	uncertain	Here	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
bumbleymummy	30205180	against	Yes,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
Gooseberrybushes	26472326	against	I'm	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
PIMSoclock	26479781	for	HPV	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
arkestra	41348985	uncertain	PS	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
Fifis25StottieCakes	26263205	for	My	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Crumbledwalnuts	41219229	against	Did	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
imadgeine	26214868	for	At	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Gooseberrybushes	26456106	against	Of	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
MoreSnowPlease	38475504	uncertain	fish	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
runningforthebusinheels	30205494	for	The	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
cerealandtoast	41246918	against	the	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
bruffin	41208727	for	Firstly	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Goldmandra	41140707	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
JakeBullet	41248183	for	My	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Crumbledwalnuts	41219473	against	Two	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Beachcomber	38523904	against	Noblegiraffe,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
PIMSoclock	26516317	against	GB,	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
bruffin	38510962	uncertain	You	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
chocolatemartini	41193029	against	crumbled	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
VaxQs	38458202	against	Actually	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Crumbledwalnuts	41253688	against	I'm	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Gooseberrybushes	26261706	against	Catherina:	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Gooseberrybushes	26503021	against	How	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
nickelbabe	41248868	against	_CITATION_PREVIOUS_POST_PARAGRAPH	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
ThumbsNoseAtSnapewitch	26351110	uncertain	wiki	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
CatherinaJTV	26177676	for	Because,	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Tabitha8	26132295	against	I	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
VaxQs	38460344	against	Hmmm...according	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
LaVolcan	41198969	against	Catherina	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Crumbledwalnuts	41244683	against	_CITATION_PREVIOUS_POST_	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
